GeneID,pvalue,padj,media_ANT,media_MED,media_POS,FC_ANT_vs_POS,FC_MED_vs_POS,FC_ANT_vs_MED,Patron,subject_acc,pct_identity,evalue,bit_score
L3_75827,5.870866e-07,1.4270643261818077e-05,5.137636,5.3432055,6.986203,-1.848567,-1.6429975,-0.2055695000000001,Alto_POS,,,,
L3_80393,5.9378004e-07,1.4408587100593091e-05,7.677223,5.752763,0.48433417,7.192888829999999,5.26842883,1.92446,Alto_ANT-MED,,,,
L12_80191,5.987155e-07,1.450347226991248e-05,13.114187,12.682355,11.611905,1.5022819999999992,1.0704499999999992,0.431832,Alto_ANT-MED,,,,
L2_49683,6.004226e-07,1.450372622875782e-05,9.1772175,9.28137,6.8168397,2.3603777999999997,2.4645303000000007,-0.1041525000000014,Alto_ANT-MED,,,,
L2_80438,6.007764e-07,1.450372622875782e-05,4.7104716,4.4734735,3.5375009,1.1729707,0.9359726,0.2369981000000001,Uniforme,,,,
L1_85234,6.0375316e-07,1.455075983368327e-05,11.629554,11.1558695,4.1775393,7.4520147,6.978330199999999,0.4736845000000009,Alto_ANT-MED,,,,
L2_72060,6.065424e-07,1.4593121663540928e-05,7.1156445,6.8355613,5.4660525,1.6495920000000002,1.3695088000000002,0.2800832,Alto_ANT-MED,,,,
L2_58270,6.0831195e-07,1.461084746809417e-05,4.583719,3.9828112,2.498949,2.08477,1.4838622,0.6009078000000003,Alto_ANT-MED,,,,
L12_88605,6.3491495e-07,1.5198209576559494e-05,9.776969,9.757492,8.545247,1.2317219999999995,1.2122449999999994,0.0194770000000001,Alto_ANT-MED,,,,
L12_85263,6.347708e-07,1.5198209576559494e-05,13.579448,13.73797,12.760889,0.8185589999999987,0.977081,-0.1585220000000013,Uniforme,,,,
L1_48255,6.5379203e-07,1.562364160035157e-05,8.100185,8.28728,9.703466,-1.6032810000000008,-1.4161859999999995,-0.1870950000000011,Alto_POS,,,,
L1_32523,6.559769e-07,1.5649419010422952e-05,8.384688,8.350751,6.143014,2.2416740000000006,2.2077370000000007,0.0339369999999998,Alto_ANT-MED,,,,
L12_49535,6.6137324e-07,1.575159454483561e-05,6.8322697,6.664897,7.4404907,-0.6082209999999995,-0.7755936999999999,0.1673727000000004,Uniforme,,,,
L12_89549,6.652687e-07,1.5817742030321822e-05,9.162842,8.967476,10.234647,-1.0718050000000012,-1.2671710000000012,0.1953659999999999,Alto_POS,,,,
L1_30900,6.6867966e-07,1.5872166382251672e-05,10.133413,10.373901,11.862352,-1.7289390000000004,-1.4884509999999995,-0.2404880000000009,Alto_POS,,,,
L12_74251,6.7117986e-07,1.58782299438995e-05,0.55963457,0.9895329,2.6215558,-2.06192123,-1.6320229,-0.42989833,Alto_POS,,,,
L2_67641,6.704652e-07,1.58782299438995e-05,5.4578857,5.739516,9.551821,-4.0939353,-3.812305,-0.2816302999999998,Alto_POS,,,,
L3_42071,6.762374e-07,1.5944550627295938e-05,10.491358,10.124795,7.8670187,2.6243393,2.2577763000000006,0.3665629999999993,Alto_ANT-MED,,,,
L4_54575,6.757435e-07,1.5944550627295938e-05,9.267975,9.4228,6.8231125,2.4448625,2.599687500000001,-0.1548250000000006,Alto_ANT-MED,,,,
L12_79868,6.8054146e-07,1.6019334533304873e-05,8.68593,8.355641,7.592968,1.0929620000000009,0.7626730000000004,0.3302890000000005,Uniforme,,,,
L1_46098,6.824972e-07,1.603868457777935e-05,5.1950727,5.271935,6.02036,-0.8252873000000003,-0.7484250000000001,-0.0768623000000001,Uniforme,,,,
L12_78334,6.8395656e-07,1.6046324070078845e-05,8.99581,8.639981,14.18471,-5.1889,-5.544729,0.3558289999999999,Alto_POS,,,,
L1_4859,7.200174e-07,1.6864380981379802e-05,5.7149515,6.123368,4.5051365,1.209815,1.6182315000000005,-0.4084165000000004,Alto_ANT-MED,,,,
L1_56675,7.283313e-07,1.703091424291009e-05,9.479426,9.49772,12.112032,-2.632605999999999,-2.614312,-0.0182939999999991,Alto_POS,,,,
L12_75668,7.354208e-07,1.7168314244078437e-05,12.080423,12.065494,11.073305,1.0071180000000002,0.9921889999999998,0.0149290000000004,Uniforme,,,,
L2_57044,7.399577e-07,1.724576930010868e-05,5.113368,4.784142,3.5576935,1.5556745000000003,1.2264485,0.3292260000000002,Alto_ANT-MED,,,,
L1_66165,7.432431e-07,1.7293849051002115e-05,6.9858346,7.1048408,4.9755907,2.0102439,2.1292501,-0.1190062000000002,Alto_ANT-MED,,,,
L12_88782,7.461197e-07,1.73322754328925e-05,4.873078,5.8034463,1.1784159,3.6946621,4.6250304,-0.9303683000000004,Alto_ANT-MED,,,,
L12_81210,7.600336e-07,1.762654908883424e-05,5.7089825,6.108564,7.0919046,-1.3829221,-0.9833406,-0.3995815,Uniforme,,,,
L2_46927,7.662451e-07,1.774152069454151e-05,5.8662457,6.259427,7.979387,-2.1131413,-1.7199600000000004,-0.3931812999999993,Alto_POS,,,,
L3_72561,7.8517917e-07,1.815021190909231e-05,14.940684,14.629338,13.680188,1.2604959999999998,0.9491500000000012,0.3113459999999985,Uniforme,,,,
L12_88980,7.8661265e-07,1.8153685305462728e-05,6.11827,5.7414513,4.552607,1.5656629999999998,1.1888442999999995,0.3768187000000003,Alto_ANT-MED,,,,
L1_71110,7.999754e-07,1.8432006399532555e-05,9.635848,9.928706,8.3787985,1.257049499999999,1.5499074999999998,-0.2928580000000007,Alto_ANT-MED,,,,
L12_66846,8.1628593e-07,1.877723104900088e-05,11.393778,11.842591,15.435353,-4.041575,-3.5927619999999987,-0.4488130000000012,Alto_POS,,,,
L1_23554,8.181388e-07,1.878930133097418e-05,6.3373914,6.4164205,4.2349205,2.1024708999999997,2.1815,-0.0790291000000005,Alto_ANT-MED,,,,
L1_30072,8.2554453e-07,1.8928652347341634e-05,14.45769,14.49688,12.206831,2.250859,2.2900490000000016,-0.0391900000000013,Alto_ANT-MED,,,,
L12_73411,8.2827387e-07,1.896050230648128e-05,16.248207,16.151724,9.371103,6.877104000000001,6.780621000000002,0.0964829999999992,Alto_ANT-MED,,,,
L3_71359,8.443756e-07,1.923571964157704e-05,3.9317367,2.9471517,0.35786542,3.57387128,2.58928628,0.984585,Alto_ANT-MED,,,,
L2_60980,8.4325893e-07,1.923571964157704e-05,6.7298727,7.148864,9.814059,-3.0841863000000007,-2.6651950000000006,-0.4189913,Alto_POS,,,,
L3_62755,8.422356e-07,1.923571964157704e-05,10.360984,11.226289,8.592288,1.7686960000000005,2.634001,-0.8653049999999993,Alto_ANT-MED,,,,
L12_79108,8.5165897e-07,1.937044921396664e-05,6.752369,6.669577,6.1586347,0.5937342999999995,0.5109423,0.0827919999999995,Uniforme,,,,
L3_44774,8.7372314e-07,1.9777335444814528e-05,11.323022,11.053238,11.949762,-0.6267399999999999,-0.8965239999999994,0.2697839999999996,Uniforme,,,,
L12_87487,8.717722e-07,1.9777335444814528e-05,12.415276,11.3839245,8.781833,3.633443,2.6020914999999984,1.0313515000000013,Alto_ANT-MED,,,,
L12_73494,8.7374247e-07,1.9777335444814528e-05,9.372126,9.219331,7.7725296,1.5995963999999994,1.4468014,0.1527949999999993,Alto_ANT-MED,,,,
L12_88071,8.918342e-07,2.015459791208561e-05,12.0347805,11.681819,9.871861,2.162919499999999,1.809958,0.3529614999999992,Alto_ANT-MED,,,,
L4_53521,9.0137735e-07,2.0332145763960826e-05,5.548955,5.706548,6.9158897,-1.3669346999999998,-1.2093417000000004,-0.1575929999999994,Alto_POS,,,,
L1_52136,9.0256503e-07,2.0332145763960826e-05,7.9930873,7.964424,6.686334,1.3067532999999996,1.2780899999999995,0.0286632999999998,Alto_ANT-MED,,,,
L1_61406,9.060989e-07,2.037930174528507e-05,8.416487,8.225789,7.2984247,1.1180623,0.9273643000000008,0.1906979999999993,Uniforme,,,,
L12_87929,9.159851e-07,2.0568953926966868e-05,16.202894,15.92131,12.93349,3.269404,2.9878199999999997,0.2815840000000005,Alto_ANT-MED,,,,
L2_58058,9.229005e-07,2.0629446370427567e-05,4.3048987,4.1709843,5.5814447,-1.2765459999999995,-1.4104603999999998,0.1339144000000001,Alto_POS,,,,
L12_82526,9.230536e-07,2.0629446370427567e-05,12.546424,12.448173,11.521072,1.0253519999999998,0.9271010000000004,0.0982509999999994,Uniforme,,,,
L12_87090,9.223673e-07,2.0629446370427567e-05,9.57184,9.424388,10.554918,-0.9830780000000008,-1.1305300000000005,0.1474519999999994,Uniforme,,,,
L1_49228,9.297802e-07,2.0747003598219057e-05,8.0108595,7.7396827,6.469649,1.5412105,1.2700337,0.2711768000000001,Alto_ANT-MED,,,,
L1_66763,9.677889e-07,2.156111694850236e-05,7.2002864,4.7346544,0.41735697,6.78292943,4.31729743,2.4656320000000003,Alto_ANT-MED,,,,
L2_41481,9.784038e-07,2.176333147644267e-05,6.7578087,6.032642,4.0576167,2.7001920000000004,1.9750253000000004,0.7251666999999999,Alto_ANT-MED,,,,
L3_66498,9.815906e-07,2.179994011395128e-05,5.1655784,4.115512,1.5955136,3.5700648,2.5199983999999995,1.0500664000000004,Alto_ANT-MED,,,,
L12_84855,9.904867e-07,2.1963033076663468e-05,14.026737,14.144211,15.412025,-1.3852879999999992,-1.2678139999999996,-0.1174739999999996,Alto_POS,,,,
L12_87603,9.978855e-07,2.209246741395234e-05,10.640958,11.300633,13.233884,-2.5929260000000003,-1.9332510000000005,-0.659675,Alto_POS,,,,
L12_83694,1.0109056e-06,2.234575314830068e-05,10.188293,10.133334,11.156946,-0.9686529999999998,-1.023612,0.0549590000000002,Uniforme,,,,
L3_58789,1.0148315e-06,2.2397536328885586e-05,6.673312,6.7769995,5.276235,1.3970770000000003,1.5007644999999998,-0.1036874999999994,Alto_ANT-MED,,,,
L1_79692,1.0265305e-06,2.2620447595665125e-05,8.33339,6.596988,0.44459954,7.888790459999999,6.152388459999999,1.736402,Alto_ANT-MED,,,,
L1_46651,1.030282e-06,2.2667805526654424e-05,9.991559,10.079038,8.685171,1.306388,1.3938670000000002,-0.087479,Alto_ANT-MED,,,,
L12_90217,1.0339576e-06,2.271335061535588e-05,14.502848,14.128623,11.951432,2.551416,2.1771909999999988,0.3742250000000009,Alto_ANT-MED,,,,
L12_60753,1.0608439e-06,2.3267843804812097e-05,8.389706,8.386562,9.221922,-0.832215999999999,-0.8353599999999997,0.0031440000000007,Uniforme,,,,
L3_70062,1.0780229e-06,2.3608034729373184e-05,12.592808,11.780072,9.546133,3.0466750000000005,2.233939000000001,0.8127359999999992,Alto_ANT-MED,,,,
L12_88142,1.0828714e-06,2.3677561660953173e-05,8.643945,8.08095,6.71482,1.9291250000000009,1.36613,0.5629950000000008,Alto_ANT-MED,,,,
L12_80996,1.0954178e-06,2.391493183724665e-05,13.131409,12.917613,10.064492,3.066917,2.853121,0.2137960000000003,Alto_ANT-MED,,,,
L12_82336,1.1005335e-06,2.398959531598858e-05,5.6163435,5.263652,4.1196833,1.4966602,1.1439687000000005,0.3526914999999997,Alto_ANT-MED,,,,
L12_89106,1.103163e-06,2.400991749429802e-05,8.874722,8.641932,7.7067246,1.1679974,0.9352074000000004,0.2327899999999996,Uniforme,,,,
L1_15823,1.1089376e-06,2.4061564061571376e-05,8.960974,9.080596,7.531451,1.4295230000000003,1.5491450000000002,-0.1196219999999996,Alto_ANT-MED,,,,
L12_88046,1.1079258e-06,2.4061564061571376e-05,8.202514,8.255305,9.691775,-1.489260999999999,-1.43647,-0.0527909999999991,Alto_POS,,,,
L12_48049,1.126429e-06,2.440366100109779e-05,5.491277,5.9308305,7.2417045,-1.7504274999999998,-1.310874,-0.4395534999999997,Alto_POS,,,,
L1_33737,1.1442652e-06,2.4752170576732104e-05,0.7128667,0.90141386,3.5252647,-2.812398,-2.62385084,-0.18854716,Alto_POS,,,,
L1_43353,1.1564767e-06,2.497813201225237e-05,5.7645946,6.5579605,2.5477295,3.2168651,4.010231,-0.7933659000000004,Alto_ANT-MED,,,,
L1_75798,1.1849866e-06,2.555488543490777e-05,14.256168,11.280334,5.6278014,8.6283666,5.6525326,2.9758340000000008,Alto_ANT-MED,,,,
L3_31807,1.2314185e-06,2.6515796106203536e-05,13.13378,12.765839,11.896004,1.2377760000000002,0.8698350000000001,0.3679410000000001,Uniforme,,,,
L12_86528,1.2342479e-06,2.6536329016835225e-05,12.731183,13.278462,11.047518,1.6836649999999995,2.230943999999999,-0.5472789999999996,Alto_ANT-MED,,,,
L12_88621,1.2368827e-06,2.655262381744505e-05,8.885998,9.052981,10.045794,-1.159796,-0.992813,-0.1669830000000001,Uniforme,,,,
L1_43185,1.2431568e-06,2.6646878006714e-05,4.454685,4.486857,6.1532326,-1.6985476000000004,-1.6663756000000003,-0.032172,Alto_POS,,,,
L12_30082,1.2570131e-06,2.69031226505476e-05,12.377874,12.711492,11.610494,0.7673800000000011,1.1009980000000006,-0.3336179999999995,Uniforme,,,,
L1_59855,1.2627913e-06,2.698596515913742e-05,3.0185251,2.5476344,5.3423758,-2.3238507,-2.7947414,0.4708907,Alto_POS,,,,
L12_87919,1.2769015e-06,2.724634226043547e-05,11.354224,11.390024,9.505855,1.848369,1.884169,-0.0358,Alto_ANT-MED,,,,
L3_77618,1.2847695e-06,2.7372942863950308e-05,4.4501877,4.9698453,6.447997,-1.9978093,-1.4781516999999995,-0.5196576000000004,Alto_POS,,,,
L1_41536,1.2872412e-06,2.738436197600286e-05,6.789029,6.824074,5.607713,1.1813159999999998,1.216361,-0.0350450000000002,Alto_ANT-MED,,,,
L12_87361,1.3034057e-06,2.7686607788447936e-05,16.1584,15.618723,14.061722,2.0966780000000007,1.5570009999999996,0.5396770000000011,Alto_ANT-MED,,,,
L1_15960,1.3113244e-06,2.7813051927922204e-05,6.6547885,6.7730966,5.126602,1.5281865000000003,1.6464945999999996,-0.1183080999999992,Alto_ANT-MED,,,,
L2_62478,1.3259465e-06,2.808108611852432e-05,2.7373667,3.900372,10.206151,-7.4687843,-6.305779,-1.1630053,Alto_POS,,,,
L2_10164,1.3364022e-06,2.8260211983250432e-05,6.395723,6.5726132,7.4914193,-1.0956962999999993,-0.9188060999999994,-0.1768901999999999,Uniforme,,,,
L1_63933,1.340247e-06,2.8299214703063408e-05,4.4140677,4.4348445,5.8918138,-1.4777461,-1.4569693000000008,-0.0207767999999992,Alto_POS,,,,
L12_87749,1.3467343e-06,2.839381498392292e-05,11.888789,11.507915,10.340588,1.5482009999999988,1.1673270000000002,0.3808739999999986,Alto_ANT-MED,,,,
L12_76309,1.3550068e-06,2.8525716409433244e-05,9.590749,10.334699,12.189326,-2.598576999999999,-1.854626999999999,-0.7439499999999999,Alto_POS,,,,
L12_88029,1.3590607e-06,2.856854558101778e-05,12.014317,11.660706,10.133329,1.8809880000000003,1.5273769999999995,0.3536110000000008,Alto_ANT-MED,,,,
L12_79910,1.3623736e-06,2.8595696518299552e-05,11.682129,11.353185,12.158862,-0.4767329999999994,-0.8056769999999993,0.3289439999999999,Uniforme,,,,
L4_71418,1.3856086e-06,2.903497568257527e-05,7.469,7.6382394,8.743712,-1.274712,-1.1054726000000006,-0.1692393999999994,Alto_POS,,,,
L3_65312,1.3874068e-06,2.903497568257527e-05,6.276028,6.604797,7.60452,-1.3284919999999998,-0.9997230000000004,-0.3287689999999994,Uniforme,,,,
L12_87600,1.3905832e-06,2.905846416125587e-05,9.758915,9.827621,11.367411,-1.6084960000000006,-1.53979,-0.0687060000000006,Alto_POS,,,,
L4_54120,1.3997019e-06,2.9205874031147383e-05,8.916585,9.408395,11.097807,-2.181222,-1.689411999999999,-0.4918100000000009,Alto_POS,,,,
L12_63630,1.4025776e-06,2.922277649796558e-05,14.892467,14.460202,13.168706,1.7237609999999997,1.2914960000000004,0.4322649999999992,Alto_ANT-MED,,,,
L3_39325,1.4244295e-06,2.9634416935831564e-05,13.780533,13.735266,14.406754,-0.6262209999999993,-0.6714880000000001,0.0452670000000008,Uniforme,,,,
L12_32663,1.4456361e-06,3.0031445713587543e-05,13.5196905,13.024172,17.093678,-3.573987500000001,-4.0695060000000005,0.4955184999999993,Alto_POS,,,,
L2_8704,1.457459e-06,3.023265772641116e-05,5.324175,5.0367723,3.0341156,2.2900594000000005,2.0026567,0.2874027000000003,Alto_ANT-MED,,,,
L3_70816,1.460086e-06,3.0242805559912568e-05,11.237175,11.426553,11.923151,-0.6859760000000001,-0.4965980000000005,-0.1893779999999996,Uniforme,,,,
L1_46297,1.48211e-06,3.0654107426600433e-05,6.764566,6.916374,5.495112,1.2694540000000003,1.4212620000000005,-0.1518079999999999,Alto_ANT-MED,,,,
L2_58381,1.4952108e-06,3.08799222333632e-05,8.603611,9.0855875,10.996352,-2.392740999999999,-1.910764499999999,-0.4819765,Alto_POS,,,,
L12_81797,1.5051829e-06,3.099859893599462e-05,11.103539,11.482717,12.487203,-1.3836639999999996,-1.004486,-0.3791779999999995,Alto_POS,,,,
L2_31179,1.5053395e-06,3.099859893599462e-05,7.230815,6.847686,7.890284,-0.6594690000000005,-1.042598,0.3831289999999994,Uniforme,,,,
L2_37458,1.5154434e-06,3.116130464064781e-05,5.939754,6.049407,4.399927,1.5398269999999998,1.6494800000000005,-0.1096530000000006,Alto_ANT-MED,,,,
L12_81075,1.521483e-06,3.119481159633258e-05,11.606089,11.224989,9.461002,2.145087,1.7639870000000002,0.3811,Alto_ANT-MED,,,,
L12_89091,1.520601e-06,3.119481159633258e-05,12.710344,12.737889,13.470782,-0.7604380000000006,-0.7328930000000007,-0.0275449999999999,Uniforme,,,,
L12_87453,1.540774e-06,3.1544615175250673e-05,13.725554,13.945943,12.105108,1.6204460000000012,1.840835,-0.220388999999999,Alto_ANT-MED,,,,
L12_44128,1.5470844e-06,3.162803834012618e-05,12.151272,11.51739,9.6094055,2.541866500000001,1.9079845000000013,0.6338819999999998,Alto_ANT-MED,,,,
L12_90092,1.5604276e-06,3.185478894093566e-05,6.753526,5.8367496,2.1654239,4.5881021,3.6713257,0.9167763999999998,Alto_ANT-MED,,,,
L12_82001,1.5666643e-06,3.189007192085221e-05,9.5654335,9.469496,10.779952,-1.2145185000000005,-1.3104560000000005,0.0959374999999997,Alto_POS,,,,
L3_48877,1.5648808e-06,3.189007192085221e-05,10.200893,10.157342,11.297701,-1.0968079999999991,-1.140359,0.0435510000000007,Alto_POS,,,,
L1_29647,1.5694476e-06,3.190082624077353e-05,7.835427,7.599449,8.855401,-1.0199740000000004,-1.2559520000000006,0.2359780000000002,Alto_POS,,,,
L12_84223,1.5761141e-06,3.1990366988784404e-05,7.4874997,8.576215,6.009648,1.4778516999999995,2.566566999999999,-1.0887152999999996,Alto_ANT-MED,,,,
L12_85435,1.5907276e-06,3.224072127439567e-05,13.817327,13.438968,12.335564,1.4817630000000008,1.1034039999999994,0.3783590000000014,Alto_ANT-MED,,,,
L12_88743,1.6002828e-06,3.238798308367705e-05,8.920474,9.1817,10.262821,-1.3423470000000002,-1.081121000000001,-0.2612259999999988,Alto_POS,,,,
L12_86902,1.6258199e-06,3.2857820000344875e-05,10.48589,10.542992,9.182699,1.303191,1.3602930000000004,-0.0571020000000004,Alto_ANT-MED,,,,
L12_88630,1.6767998e-06,3.383978136627435e-05,8.67727,12.015037,5.2707863,3.4064837,6.744250699999999,-3.3377669999999995,Alto_ANT-MED,,,,
L12_81513,1.6886236e-06,3.402985419207858e-05,5.8926373,6.2315736,7.1142454,-1.2216081,-0.8826717999999998,-0.3389363000000003,Uniforme,,,,
L12_89316,1.6914839e-06,3.403900877325928e-05,9.894659,9.4257345,12.3336115,-2.438952499999999,-2.907876999999999,0.4689244999999999,Alto_POS,,,,
L12_82273,1.7180153e-06,3.4476438660628146e-05,6.0803585,6.724946,9.255457,-3.1750985,-2.530511,-0.6445875000000001,Alto_POS,,,,
L12_76732,1.718095e-06,3.4476438660628146e-05,10.005004,9.744653,10.899401,-0.8943969999999997,-1.1547479999999997,0.260351,Uniforme,,,,
L1_28014,1.729674e-06,3.4659628089660226e-05,6.1247134,6.166539,4.7573385,1.3673748999999995,1.4092005,-0.0418256000000001,Alto_ANT-MED,,,,
L1_7335,1.7369346e-06,3.470679841727314e-05,6.6829615,6.7627845,5.350245,1.3327165,1.4125395000000005,-0.0798230000000002,Alto_ANT-MED,,,,
L12_76849,1.7346717e-06,3.470679841727314e-05,7.3012614,7.2223425,5.86291,1.4383513999999993,1.3594324999999996,0.0789188999999996,Alto_ANT-MED,,,,
L12_85411,1.7418001e-06,3.4754931576932294e-05,8.175402,9.16562,13.01528,-4.839878000000001,-3.84966,-0.9902180000000004,Alto_POS,,,,
L1_44330,1.7456331e-06,3.478235388200401e-05,15.5722885,15.536374,16.653345,-1.0810565000000008,-1.1169710000000013,0.0359145000000005,Alto_POS,,,,
L12_84421,1.7571272e-06,3.4962135036558746e-05,8.187936,8.504503,7.7535887,0.4343473000000006,0.7509142999999998,-0.3165669999999991,Uniforme,,,,
L12_86427,1.7707724e-06,3.518415385165073e-05,6.5976157,7.055992,7.9488974,-1.3512816999999997,-0.8929054000000001,-0.4583762999999994,Uniforme,,,,
L12_82759,1.7825778e-06,3.53690433357221e-05,6.151445,7.1201277,9.565703,-3.414258,-2.445575299999999,-0.9686827000000005,Alto_POS,,,,
L2_63028,1.7855893e-06,3.537917716941735e-05,3.5689218,4.063435,5.7537203,-2.1847985000000003,-1.6902853000000002,-0.4945132000000001,Alto_POS,,,,
L12_66509,1.8415406e-06,3.6436747118673055e-05,4.838886,4.714273,6.24301,-1.4041240000000004,-1.5287369999999996,0.1246129999999992,Alto_POS,,,,
L12_79561,1.8719353e-06,3.696215412119107e-05,7.332766,6.8792067,5.640986,1.6917800000000005,1.2382207000000005,0.4535593000000002,Alto_ANT-MED,,,,
L12_86607,1.8733205e-06,3.696215412119107e-05,6.7011013,7.176288,8.19312,-1.4920187,-1.0168320000000008,-0.4751866999999992,Alto_POS,,,,
L1_30174,1.8998684e-06,3.741152297768467e-05,7.2574844,7.1219172,5.8859396,1.3715447999999997,1.2359776,0.1355671999999996,Alto_ANT-MED,,,,
L12_72264,1.9013844e-06,3.741152297768467e-05,8.526091,8.2269125,6.960784,1.565306999999999,1.2661284999999989,0.2991785,Alto_ANT-MED,,,,
L12_80450,1.918549e-06,3.769682437880167e-05,10.547628,10.643349,11.683728,-1.1361000000000008,-1.0403789999999995,-0.095721000000001,Alto_POS,,,,
L12_54226,1.9327294e-06,3.787025413098528e-05,4.2955904,4.427285,5.311545,-1.0159545999999997,-0.8842599999999994,-0.1316946000000003,Uniforme,,,,
L2_50650,1.9321305e-06,3.787025413098528e-05,2.0160844,1.9550226,6.3790226,-4.3629382,-4.424,0.0610618,Alto_POS,,,,
L12_70142,1.945939e-06,3.807634618797401e-05,7.702228,7.1869807,9.228365,-1.5261370000000003,-2.0413843,0.5152472999999995,Alto_POS,,,,
L12_72814,1.951343e-06,3.812934881557465e-05,6.5369825,7.049645,9.22798,-2.690997500000001,-2.178335000000001,-0.5126625000000002,Alto_POS,,,,
L1_44895,1.9644704e-06,3.833291329822808e-05,10.694475,10.418047,9.673555,1.0209200000000005,0.7444919999999993,0.276428000000001,Uniforme,,,,
L12_83148,1.9683364e-06,3.835544756577402e-05,11.7421,12.104865,12.996199,-1.254099,-0.8913340000000005,-0.3627649999999995,Uniforme,,,,
L1_31067,1.9718618e-06,3.837129184940791e-05,5.1605387,5.137841,3.9790149,1.1815238,1.1588260999999995,0.0226977000000001,Alto_ANT-MED,,,,
L12_88931,1.9959843e-06,3.878734969475772e-05,7.9233913,7.5915704,6.1039896,1.8194016999999996,1.4875808,0.3318208999999994,Alto_ANT-MED,,,,
L12_64629,2.0108137e-06,3.902192159408896e-05,6.8964257,7.3675947,8.690957,-1.7945312999999992,-1.3233622999999994,-0.4711689999999997,Alto_POS,,,,
L1_66656,2.0154348e-06,3.905802211803559e-05,8.255119,8.61049,7.033882,1.2212370000000004,1.5766080000000002,-0.3553709999999999,Alto_ANT-MED,,,,
L12_83805,2.025483e-06,3.919905141040491e-05,9.391812,9.453204,10.022223,-0.6304110000000005,-0.5690190000000008,-0.0613919999999996,Uniforme,,,,
L12_90090,2.0304838e-06,3.924214986280952e-05,15.170946,15.1737995,13.72128,1.4496660000000006,1.4525194999999993,-0.0028534999999987,Alto_ANT-MED,,,,
L12_83670,2.0591624e-06,3.97421152025583e-05,3.250878,3.595401,5.1769757,-1.9260977,-1.5815747,-0.3445229999999997,Alto_POS,,,,
L12_84114,2.0624975e-06,3.975225115079611e-05,5.2953753,6.4931602,7.071195,-1.7758197000000004,-0.5780348000000002,-1.1977849000000005,Uniforme,,,,
L12_76153,2.0938419e-06,4.024671352762811e-05,9.784678,8.848615,12.857855,-3.073177000000001,-4.00924,0.936062999999999,Alto_POS,,,,
L1_45593,2.0922116e-06,4.024671352762811e-05,9.087327,9.275041,7.949117,1.13821,1.3259239999999997,-0.1877139999999997,Alto_ANT-MED,,,,
L12_86406,2.1005806e-06,4.032145613571757e-05,11.675248,11.179072,10.000151,1.6750969999999992,1.178920999999999,0.4961760000000002,Alto_ANT-MED,,,,
L12_71829,2.1237054e-06,4.071010825399997e-05,9.600069,9.502767,10.139961,-0.539892,-0.6371939999999991,0.0973019999999991,Uniforme,,,,
L2_87575,2.1544145e-06,4.116928734357264e-05,3.9371767,5.8302855,11.48804,-7.5508633,-5.6577545,-1.8931087999999996,Alto_POS,,,,
L12_76467,2.157749e-06,4.116928734357264e-05,12.970789,12.811776,13.9695635,-0.9987744999999996,-1.1577874999999995,0.1590129999999998,Uniforme,,,,
L12_90275,2.1587787e-06,4.116928734357264e-05,8.602707,8.918491,11.914451,-3.311743999999999,-2.99596,-0.3157839999999989,Alto_POS,,,,
L1_55348,2.1592996e-06,4.116928734357264e-05,8.042998,7.8198547,6.234975,1.8080230000000004,1.5848796999999992,0.2231433000000011,Alto_ANT-MED,,,,
L1_11448,2.1895078e-06,4.159318051681979e-05,10.072603,9.718938,7.8580256,2.2145774000000005,1.8609123999999992,0.3536650000000012,Alto_ANT-MED,,,,
L2_44387,2.1903527e-06,4.159318051681979e-05,4.6990447,5.33721,7.8429427,-3.143898,-2.5057327000000003,-0.6381652999999998,Alto_POS,,,,
L1_39964,2.1887904e-06,4.159318051681979e-05,8.584279,8.123521,7.0039353,1.5803437000000002,1.1195857,0.4607580000000002,Alto_ANT-MED,,,,
L12_83660,2.196584e-06,4.162293937798791e-05,12.567615,12.65805,11.971084,0.5965310000000006,0.686966,-0.0904349999999993,Uniforme,,,,
L2_26009,2.1978042e-06,4.162293937798791e-05,5.174694,5.2138824,6.4573317,-1.2826377000000004,-1.2434493,-0.0391884000000004,Alto_POS,,,,
L3_65700,2.2150966e-06,4.189434760356431e-05,10.68342,8.637139,2.9475808,7.7358392,5.6895582,2.0462810000000005,Alto_ANT-MED,,,,
L12_84446,2.255671e-06,4.260477667273088e-05,11.832205,12.0819,13.525963,-1.6937580000000008,-1.4440630000000017,-0.2496949999999991,Alto_POS,,,,
L2_70468,2.2620611e-06,4.266850481447667e-05,4.483873,4.6886287,6.8975344,-2.4136614,-2.2089057,-0.2047556999999997,Alto_POS,,,,
L12_89991,2.2788038e-06,4.2927079933744456e-05,8.284848,7.926739,6.7502756,1.5345724,1.1764634000000005,0.3581089999999998,Alto_ANT-MED,,,,
L12_86072,2.3002683e-06,4.327379751600802e-05,6.803205,7.855014,11.652695,-4.849489999999999,-3.797681,-1.0518089999999995,Alto_POS,,,,
L12_89401,2.3408836e-06,4.397938970838902e-05,8.974632,8.711638,7.3211975,1.6534344999999997,1.3904405000000004,0.262993999999999,Alto_ANT-MED,,,,
L12_86753,2.346721e-06,4.403058573495282e-05,8.206136,7.5335956,6.7098684,1.4962676000000004,0.8237271999999995,0.6725404000000008,Uniforme,,,,
